reference_id,module_id,status,requirement,source_document,source_section,source_extract_id,notes
BR-REF-0294,M07-M08,FUTURE_1_1_REFERENCE,Gate: BRG-09 Launch set; Блокирует: массовый green; Критерий выхода: для каждого launch bank hard rules complete; неизвестные rules явно manual; source TTL active,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§19 Release gates для Bank Rules Standard,SRC-DOC-BR-F-00352,Standard/reference only; not a real bank rules pack.
BR-REF-0295,M07-M08,FUTURE_1_1_REFERENCE,Параметр: Единица сравнения; Финальное решение: один client/case snapshot × одна exact program_version,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20 Финальный manifest и Definition of Done,SRC-DOC-BR-F-00355,Standard/reference only; not a real bank rules pack.
BR-REF-0296,M07-M08,FUTURE_1_1_REFERENCE,Параметр: Модель; Финальное решение: bank → mortgage_program → program_version → program_rule → rule_source + program_intake,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20 Финальный manifest и Definition of Done,SRC-DOC-BR-F-00356,Standard/reference only; not a real bank rules pack.
BR-REF-0297,M07-M08,FUTURE_1_1_REFERENCE,Параметр: Истина правила; Финальное решение: атомарное deterministic rule с source/effective scope/test,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20 Финальный manifest и Definition of Done,SRC-DOC-BR-F-00357,Standard/reference only; not a real bank rules pack.
BR-REF-0298,M07-M08,FUTURE_1_1_REFERENCE,Параметр: Неизвестность; Финальное решение: первоклассный результат; никогда не 0/clean/eligible,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20 Финальный manifest и Definition of Done,SRC-DOC-BR-F-00358,Standard/reference only; not a real bank rules pack.
BR-REF-0299,M07-M08,FUTURE_1_1_REFERENCE,Параметр: Версионность; Финальное решение: published immutable; новая версия через diff + regression + checker,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20 Финальный manifest и Definition of Done,SRC-DOC-BR-F-00359,Standard/reference only; not a real bank rules pack.
BR-REF-0300,M07-M08,FUTURE_1_1_REFERENCE,Параметр: Достоверность; Финальное решение: source + checked_at + hash + TTL + reviewer,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20 Финальный manifest и Definition of Done,SRC-DOC-BR-F-00360,Standard/reference only; not a real bank rules pack.
BR-REF-0301,M07-M08,FUTURE_1_1_REFERENCE,Параметр: Вердикты; Финальное решение: ELIGIBLE / CONDITIONAL / INELIGIBLE / MANUAL / STALE / CONFLICT,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20 Финальный manifest и Definition of Done,SRC-DOC-BR-F-00361,Standard/reference only; not a real bank rules pack.
BR-REF-0302,M07-M08,FUTURE_1_1_REFERENCE,Параметр: Доступность; Финальное решение: intake status отдельно от fit status,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20 Финальный manifest и Definition of Done,SRC-DOC-BR-F-00362,Standard/reference only; not a real bank rules pack.
BR-REF-0303,M07-M08,FUTURE_1_1_REFERENCE,Параметр: Объяснение; Финальное решение: input fact → rule → calculation/comparison → result → source,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20 Финальный manifest и Definition of Done,SRC-DOC-BR-F-00363,Standard/reference only; not a real bank rules pack.
BR-REF-0304,M07-M08,FUTURE_1_1_REFERENCE,Параметр: AI; Финальное решение: может помогать извлекать candidate rules; не публикует и не решает,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20 Финальный manifest и Definition of Done,SRC-DOC-BR-F-00364,Standard/reference only; not a real bank rules pack.
BR-REF-0305,M07-M08,FUTURE_1_1_REFERENCE,"Параметр: Отбасы; Финальное решение: отдельный calculation engine, совместимый output",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20 Финальный manifest и Definition of Done,SRC-DOC-BR-F-00365,Standard/reference only; not a real bank rules pack.
BR-REF-0306,M07-M08,FUTURE_1_1_REFERENCE,Параметр: Следующий шаг; Финальное решение: создавать bank research packs по одному банку и наполнять этот стандарт,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20 Финальный manifest и Definition of Done,SRC-DOC-BR-F-00366,Standard/reference only; not a real bank rules pack.
BR-REF-0307,M07-M08,FUTURE_1_1_REFERENCE,"Definition of Done
Стандарт готов, когда разработчик может реализовать Program Knowledge Base и generic Decision Engine без знания конкретного банка; исследователь может взять любой банк и вернуть одинаково структурированный research pack; отсутствие/устаревание/конфликт правила никогда не даёт зелёный результат; старый анализ полностью воспроизводится по snapshot hashes и program_version_id.: Definition of Done
Стандарт готов, когда разработчик может реализовать Program Knowledge Base и generic Decision Engine без знания конкретного банка; исследователь может взять любой банк и вернуть одинаково структурированный research pack; отсутствие/устаревание/конфликт правила никогда не даёт зелёный результат; старый анализ полностью воспроизводится по snapshot hashes и program_version_id.",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20 Финальный manifest и Definition of Done,SRC-DOC-BR-F-00367,Standard/reference only; not a real bank rules pack.
BR-REF-0308,M07-M08,FUTURE_1_1_REFERENCE,MUST хранить каждое банковское условие атомарно и версионно.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20.1 MUST,SRC-DOC-BR-F-00369,Standard/reference only; not a real bank rules pack.
BR-REF-0309,M07-M08,FUTURE_1_1_REFERENCE,MUST иметь source_ref/effective context для каждого green-critical rule.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20.1 MUST,SRC-DOC-BR-F-00370,Standard/reference only; not a real bank rules pack.
BR-REF-0310,M07-M08,FUTURE_1_1_REFERENCE,MUST различать fit и intake availability.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20.1 MUST,SRC-DOC-BR-F-00371,Standard/reference only; not a real bank rules pack.
BR-REF-0311,M07-M08,FUTURE_1_1_REFERENCE,MUST применять maker-checker и regression до publish.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20.1 MUST,SRC-DOC-BR-F-00372,Standard/reference only; not a real bank rules pack.
BR-REF-0312,M07-M08,FUTURE_1_1_REFERENCE,MUST сохранять UNKNOWN/MANUAL/STALE/CONFLICT как нормальные состояния.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20.1 MUST,SRC-DOC-BR-F-00373,Standard/reference only; not a real bank rules pack.
BR-REF-0313,M07-M08,FUTURE_1_1_REFERENCE,MUST объяснять result через точный input + rule + source.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20.1 MUST,SRC-DOC-BR-F-00374,Standard/reference only; not a real bank rules pack.
BR-REF-0314,M07-M08,FUTURE_1_1_REFERENCE,MUST использовать immutable upstream snapshots и immutable published program versions.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20.1 MUST,SRC-DOC-BR-F-00375,Standard/reference only; not a real bank rules pack.
BR-REF-0315,M07-M08,FUTURE_1_1_REFERENCE,MUST NOT хранить банк как набор hard-coded if/else в UI или backend без version/source.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20.2 MUST NOT,SRC-DOC-BR-F-00377,Standard/reference only; not a real bank rules pack.
BR-REF-0316,M07-M08,FUTURE_1_1_REFERENCE,MUST NOT переносить правило одного банка на другой.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20.2 MUST NOT,SRC-DOC-BR-F-00378,Standard/reference only; not a real bank rules pack.
BR-REF-0317,M07-M08,FUTURE_1_1_REFERENCE,MUST NOT считать отсутствующее публичное правило доказательством допуска или отказа.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20.2 MUST NOT,SRC-DOC-BR-F-00379,Standard/reference only; not a real bank rules pack.
BR-REF-0318,M07-M08,FUTURE_1_1_REFERENCE,MUST NOT превращать наблюдение брокера в green rule.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20.2 MUST NOT,SRC-DOC-BR-F-00380,Standard/reference only; not a real bank rules pack.
BR-REF-0319,M07-M08,FUTURE_1_1_REFERENCE,MUST NOT редактировать опубликованную версию задним числом.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20.2 MUST NOT,SRC-DOC-BR-F-00381,Standard/reference only; not a real bank rules pack.
BR-REF-0320,M07-M08,FUTURE_1_1_REFERENCE,MUST NOT использовать LLM как финальный decision function.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20.2 MUST NOT,SRC-DOC-BR-F-00382,Standard/reference only; not a real bank rules pack.
BR-REF-0321,M07-M08,FUTURE_1_1_REFERENCE,MUST NOT называть CASA preliminary verdict банковским одобрением.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§20.2 MUST NOT,SRC-DOC-BR-F-00383,Standard/reference only; not a real bank rules pack.
BR-REF-0322,M07-M08,FUTURE_1_1_REFERENCE,"Материал: CASA_Pro_Ipoteka_TZ_v2.0; Что использовано: Program Knowledge Base, Decision Engine, сущности bank/program/version/rule/source/intake, maker-checker, TTL, verdict statuses, tests",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§21 Основание этой спецификации,SRC-DOC-BR-F-00386,Standard/reference only; not a real bank rules pack.
BR-REF-0323,M07-M08,FUTURE_1_1_REFERENCE,Материал: CASA_Pro_Ipoteka_Project_Spec_v2.0.json; Что использовано: required fields/statuses/APIs/state machines для program_version/program_rule/rule_source/analysis,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§21 Основание этой спецификации,SRC-DOC-BR-F-00387,Standard/reference only; not a real bank rules pack.
BR-REF-0324,M07-M08,FUTURE_1_1_REFERENCE,"Материал: 01 IIN Check Final Spec; Что использовано: нейтральные внешние facts, source status/freshness, отсутствие clean shortcut",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§21 Основание этой спецификации,SRC-DOC-BR-F-00388,Standard/reference only; not a real bank rules pack.
BR-REF-0325,M07-M08,FUTURE_1_1_REFERENCE,"Материал: 02 Credit History Engine Final Spec; Что использовано: immutable credit_history_snapshot, current/historical facts, UNKNOWN ≠ 0, no good/bad score",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§21 Основание этой спецификации,SRC-DOC-BR-F-00389,Standard/reference only; not a real bank rules pack.
BR-REF-0326,M07-M08,FUTURE_1_1_REFERENCE,"Материал: 03 Pension Contribution Engine Final Spec; Что использовано: pension snapshot, sender/contribution neutrality, estimated base gates",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§21 Основание этой спецификации,SRC-DOC-BR-F-00390,Standard/reference only; not a real bank rules pack.
BR-REF-0327,M07-M08,FUTURE_1_1_REFERENCE,"Материал: 04 Client Profile Final Spec; Что использовано: participants, household, employment, income_sources, assets, down_payment_sources, missing-data questionnaire",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§21 Основание этой спецификации,SRC-DOC-BR-F-00391,Standard/reference only; not a real bank rules pack.
BR-REF-0328,M07-M08,FUTURE_1_1_REFERENCE,"Ограничение
Этот документ проектирует СТАНДАРТ хранения и исполнения правил. Он намеренно не утверждает актуальные фактические условия конкретных банков. Реальные значения должны появляться только после отдельного исследования официальных источников и проверки по данному стандарту.: Ограничение
Этот документ проектирует СТАНДАРТ хранения и исполнения правил. Он намеренно не утверждает актуальные фактические условия конкретных банков. Реальные значения должны появляться только после отдельного исследования официальных источников и проверки по данному стандарту.",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§21 Основание этой спецификации,SRC-DOC-BR-F-00392,Standard/reference only; not a real bank rules pack.
