contract_id,module_id,object_name,field_name,field_path,contract_version,type,unit,required,nullable,allowed_states,source_owner,meaning,must_not_mean,validation,versioning,provenance_required,evidence_required,source_documents,source_sections,source_extract_ids,notes
DC-M04-CAN-0047,M04,pension_sender,concurrent_periods,pension_sender.concurrent_periods,,,MONTH,,,,M04,months with another sender,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§8 Sender history,SRC-DOC-M04-P-00342,Поле: concurrent_periods; Семантика: months with another sender
DC-M04-CAN-0048,M04,pension_sender,contribution_amounts_by_month,pension_sender.contribution_amounts_by_month,,,MONTH,,,,M04,positive totals by type/sender | pennies/penalties excluded,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§9 Нейтральный contribution profile,SRC-DOC-M04-P-00365,Metric: contribution_amounts_by_month; Definition: positive totals by type/sender; Guard: pennies/penalties excluded
DC-M04-CAN-0049,M04,pension_sender,contribution_count,pension_sender.contribution_count,,,,,,,M04,source row count after extraction dedup,,,,TRUE,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§8 Sender history,SRC-DOC-M04-P-00337,Поле: contribution_count; Семантика: source row count after extraction dedup
DC-M04-CAN-0050,M04,pension_sender,contribution_month_count,pension_sender.contribution_month_count,,,MONTH,,,,M04,unique months,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§8 Sender history,SRC-DOC-M04-P-00338,Поле: contribution_month_count; Семантика: unique months
DC-M04-CAN-0051,M04,pension_sender,contribution_sender,pension_sender.contribution_sender,,,,,,,M04,Канонический отправитель | ID-first identity; never auto-employer,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5 Каноническая модель данных,SRC-DOC-M04-P-00177,Entity: contribution_sender; Назначение: Канонический отправитель; Ключевой контракт: ID-first identity; never auto-employer
DC-M04-CAN-0052,M04,pension_sender,Critical field review,pension_sender.critical_field_review,,Low confidence amount/KNP/sender/date открывает точный crop; correction аудируется.,,,,,M04,Edit видим только для номера документа; нет source/page/crop. | CHANGE / ADD | Для каждого критичного row/header field дать evidence + Confirm/Correct; raw сохраняется. | Backend/Frontend/Parser/QA | CRITICAL | MASTER §9; Spec §5.3/§11.3 | AT-PC-020 | Low confidence amount/KNP/sender/date открывает точный crop; correction аудируется.,,,,TRUE,TRUE,M04_CASA_Pro_Pension_Implementation_and_Acceptance_v1.0,§21 Разбор текущего demo — KEEP / CHANGE / REMOVE / ADD,SRC-DOC-M04-I-00365,Элемент: Critical field review; Что сейчас видно: Edit видим только для номера документа; нет source/page/crop.; Решение: CHANGE / ADD; Как должно быть: Для каждого критичного row/header field дать evidence + Confirm/Correct; raw сохраняется.; Слои: Backend/Frontend/Parser/QA; Priority: CRITICAL; Source: MASTER §9; Spec §5.3/§11.3; Acceptance: AT-PC-020; Definition of Done: Low confidence amount/KNP/sender/date открывает точный crop; correction аудируется.
DC-M04-CAN-0053,M04,pension_sender,current_sender,pension_sender.current_sender,,,,,TRUE,UNKNOWN,M04,sender(s) in latest positive period | single/multiple/unknown status,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§9 Нейтральный contribution profile,SRC-DOC-M04-P-00364,Metric: current_sender; Definition: sender(s) in latest positive period; Guard: single/multiple/unknown status
DC-M04-CAN-0054,M04,pension_sender,first_seen_period,pension_sender.first_seen_period,,,,,,,M04,min/max effective positive period,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§8 Sender history,SRC-DOC-M04-P-00336,Поле: first_seen_period / last_seen_period; Семантика: min/max effective positive period
DC-M04-CAN-0055,M04,pension_sender,last_seen_period,pension_sender.last_seen_period,,,,,,,M04,min/max effective positive period,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§8 Sender history,SRC-DOC-M04-P-00336,Поле: first_seen_period / last_seen_period; Семантика: min/max effective positive period
DC-M04-CAN-0056,M04,pension_sender,one_off,pension_sender.one_off,,,MONTH,,,,M04,true only if exactly one positive month in observed dataset,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§8 Sender history,SRC-DOC-M04-P-00340,Поле: one_off; Семантика: true only if exactly one positive month in observed dataset
DC-M04-CAN-0057,M04,pension_sender,reconciliation_check,pension_sender.reconciliation_check,,Count/sum/date/month/sender/subject/page check,MONTH,,,,M04,Count/sum/date/month/sender/subject/page check | PASS/FAIL/NA/WAIVED,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5 Каноническая модель данных,SRC-DOC-M04-P-00179,Entity: reconciliation_check; Назначение: Count/sum/date/month/sender/subject/page check; Ключевой контракт: PASS/FAIL/NA/WAIVED
DC-M04-CAN-0058,M04,pension_sender,record N→1 sender,pension_sender.record_n.1_sender,,,,,,,M04,Только после ID-first resolution; ambiguous link = review,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.1 Relationships,SRC-DOC-M04-P-00188,Связь: record N→1 sender; Инвариант: Только после ID-first resolution; ambiguous link = review
DC-M04-CAN-0059,M04,pension_sender,returned_after_interruption,pension_sender.returned_after_interruption,,,MONTH,,,,M04,A→B/none→A based on reviewed months,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§8 Sender history,SRC-DOC-M04-P-00341,Поле: returned_after_interruption; Семантика: A→B/none→A based on reviewed months
DC-M04-CAN-0060,M04,pension_sender,sender_buckets,pension_sender.sender_buckets,,array,,,,,M04,array | sender_id + type + positive amount + record_ids,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§7 Contribution history по месяцам,SRC-DOC-M04-P-00296,Поле: sender_buckets; Тип: array; Семантика: sender_id + type + positive amount + record_ids
DC-M04-CAN-0061,M04,pension_sender,sender_id,pension_sender.sender_id,,,,,,,M04,CASA canonical ID,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§8 Sender history,SRC-DOC-M04-P-00331,Поле: sender_id; Семантика: CASA canonical ID
DC-M04-CAN-0062,M04,pension_sender,sender_identifier,pension_sender.sender_identifier,,normalized string; encrypted; masked display,,,,,M04,normalized string; encrypted; masked display,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§8 Sender history,SRC-DOC-M04-P-00332,Поле: sender_identifier; Семантика: normalized string; encrypted; masked display
DC-M04-CAN-0063,M04,pension_sender,Sender label,pension_sender.sender_label,,,,,,,M04,Отправитель в видимой карточке не показан; employer label не наблюдается. | ADD | Показать «Отправитель пенсионных взносов»; не делать вывод о текущем backend. | Backend/Frontend/QA | CRITICAL | Spec §8/§11 | AT-PC-001F/005/019 | Fixture sender видим и не назван employer; identifier masked.,Отправитель в видимой карточке не показан; employer label не наблюдается. | ADD | Показать «Отправитель пенсионных взносов»; не делать вывод о текущем backend. | Backend/Frontend/QA | CRITICAL | Spec §8/§11 | AT-PC-001F/005/019 | Fixture sender видим и не назван employer; identifier masked.,,,TRUE,,M04_CASA_Pro_Pension_Implementation_and_Acceptance_v1.0,§21 Разбор текущего demo — KEEP / CHANGE / REMOVE / ADD,SRC-DOC-M04-I-00367,Элемент: Sender label; Что сейчас видно: Отправитель в видимой карточке не показан; employer label не наблюдается.; Решение: ADD; Как должно быть: Показать «Отправитель пенсионных взносов»; не делать вывод о текущем backend.; Слои: Backend/Frontend/QA; Priority: CRITICAL; Source: Spec §8/§11; Acceptance: AT-PC-001F/005/019; Definition of Done: Fixture sender видим и не назван employer; identifier masked.
DC-M04-CAN-0064,M04,pension_sender,sender_name,pension_sender.sender_name,,,,,,,M04,raw names and normalized aliases,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§8 Sender history,SRC-DOC-M04-P-00333,Поле: sender_name / aliases; Семантика: raw names and normalized aliases
DC-M04-CAN-0065,M04,pension_sender,sender_period_sequence,pension_sender.sender_period_sequence,,,,,,,M04,Непрерывный интервал sender/type | supports change/return/concurrency,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5 Каноническая модель данных,SRC-DOC-M04-P-00178,Entity: sender_period_sequence; Назначение: Непрерывный интервал sender/type; Ключевой контракт: supports change/return/concurrency
DC-M04-CAN-0066,M04,pension_sender,sender_role,pension_sender.sender_role,,,,,,,M04,CONTRIBUTION_SENDER,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§8 Sender history,SRC-DOC-M04-P-00335,Поле: sender_role; Семантика: CONTRIBUTION_SENDER
DC-M04-CAN-0067,M04,pension_sender,sender_type_if_known,pension_sender.sender_type_if_known,,,,,TRUE,UNKNOWN,M04,IP/LEGAL_ENTITY/PHYSICAL_PERSON/PLATFORM_OPERATOR/UNKNOWN,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§8 Sender history,SRC-DOC-M04-P-00334,Поле: sender_type_if_known; Семантика: IP/LEGAL_ENTITY/PHYSICAL_PERSON/PLATFORM_OPERATOR/UNKNOWN
DC-M04-CAN-0068,M04,pension_sender,sequence_ranges,pension_sender.sequence_ranges,,,,,,,M04,start/end/count by contribution_type,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§8 Sender history,SRC-DOC-M04-P-00339,Поле: sequence_ranges; Семантика: start/end/count by contribution_type
DC-M04-CAN-0069,M04,pension_sender,unique_sender_count,pension_sender.unique_sender_count,,,,,TRUE,UNKNOWN,M04,distinct canonical senders | unknown provisional kept distinct,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§9 Нейтральный contribution profile,SRC-DOC-M04-P-00363,Metric: unique_sender_count; Definition: distinct canonical senders; Guard: unknown provisional kept distinct
DC-M04-CAN-0070,M04,pension_sender,Строки поступлений,pension_sender.строки_поступлений,,Добавить row table: month/date/amount/type-KNP/sender/status/action.,MONTH,,,,M04,"В карточке нет таблицы шести source rows, sender и row-level dates/evidence. | ADD | Добавить row table: month/date/amount/type-KNP/sender/status/action. | Backend/Frontend/Parser/QA | CRITICAL | Spec §11.1–11.2 | AT-PC-001B…H; AT-PC-019 | Fixture показывает 6 точных строк без horizontal scroll на desktop.",,,,TRUE,TRUE,M04_CASA_Pro_Pension_Implementation_and_Acceptance_v1.0,§21 Разбор текущего demo — KEEP / CHANGE / REMOVE / ADD,SRC-DOC-M04-I-00366,"Элемент: Строки поступлений; Что сейчас видно: В карточке нет таблицы шести source rows, sender и row-level dates/evidence.; Решение: ADD; Как должно быть: Добавить row table: month/date/amount/type-KNP/sender/status/action.; Слои: Backend/Frontend/Parser/QA; Priority: CRITICAL; Source: Spec §11.1–11.2; Acceptance: AT-PC-001B…H; AT-PC-019; Definition of Done: Fixture показывает 6 точных строк без horizontal scroll на desktop."
DC-M05-CAN-0001,M05,asset,declared_down_payment_total,asset.declared_down_payment_total,,,,,,DECLARED|VERIFIED,M05,DECLARED/VERIFIED monetary sources по валютам; collateral отдельно. | ADDITIONAL_COLLATERAL; asset value без source.,DECLARED/VERIFIED monetary sources по валютам; collateral отдельно. | ADDITIONAL_COLLATERAL; asset value без source.,,,TRUE,,M05_CASA_Pro_Client_Profile_Implementation_and_Acceptance_v1.1,§24 Neutral M05 calculations,SRC-DOC-M05-I-00304,Показатель: declared_down_payment_total; Разрешённая semantics: DECLARED/VERIFIED monetary sources по валютам; collateral отдельно.; Не включать: ADDITIONAL_COLLATERAL; asset value без source.
